RowNo,Month,DayofMonth,DayOfWeek,DepTime,ShDepTime,ArrTime,ShArrTime,UniqueCarrierCode,FlightNum,TailNum,ActualElapsedTime,ShElapsedTime,AirTime,ArrDelay,DepDelay,OriginCode,DestCode,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
207,5,2,5,2045,1408,2232,1550,9E,3785,80199E,107,102,71,402,397,DTW,RIC,456,5,31,0,,0,0,0,5,0,397
208,6,11,3,1749,1750,1910,1911,XE,7763,N14171,81,81,59,-1,-1,LAX,RNO,390,9,13,0,,0,,,,,
209,1,4,5,1532,1535,1703,1714,US,1178,N441US,91,99,78,-11,-3,MCO,CLT,468,3,10,0,,0,,,,,
210,8,28,4,1441,1445,1717,1710,MQ,3601,N611AE,156,145,126,7,-4,DFW,MKE,853,7,23,0,,0,,,,,
211,12,10,3,2219,2225,2324,2348,OO,6244,N698BR,65,83,47,-24,-6,SFO,MFR,329,5,13,0,,0,,,,,
212,8,24,7,1133,1125,1234,1225,AA,1938,N3CMAA,61,60,44,9,8,MIA,TPA,204,4,13,0,,0,,,,,
213,10,27,1,636,646,803,811,US,567,N678AW,87,85,55,-8,-10,SNA,PHX,338,4,28,0,,0,,,,,
214,2,5,2,822,825,935,945,WN,1444,N435WN,73,80,63,-10,-3,LAX,RNO,390,4,6,0,,0,,,,,
215,5,23,5,1001,1006,1541,1600,UA,730,N570UA,220,234,201,-19,-5,SNA,ORD,1726,10,9,0,,0,,,,,
216,9,11,4,1219,1220,1419,1405,MQ,3829,N662EH,120,105,88,14,-1,DFW,PNS,604,22,10,0,,0,,,,,
217,2,1,5,1841,1809,2025,2001,OO,6699,N983SW,104,112,84,24,32,ELP,DEN,563,7,13,0,,0,0,0,0,0,24
218,3,25,2,1643,1630,1758,1753,XE,3154,N14117,75,83,62,5,13,CLE,GSP,450,4,9,0,,0,,,,,
219,12,8,1,2010,2005,2234,2230,OH,6382,N398CA,144,145,100,4,5,ATL,EWR,745,9,35,0,,0,,,,,
220,1,10,4,1034,1045,1229,1226,OO,3871,N416SW,115,101,89,3,-11,ABQ,SLC,493,5,21,0,,0,,,,,
221,11,29,6,1847,1741,2008,1901,FL,114,N988AT,141,140,124,67,66,ATL,DFW,732,8,9,0,,0,0,0,1,0,66
222,6,30,1,1100,1059,1200,1219,OO,3992,N815SK,120,140,100,-19,1,ATL,IAH,689,4,16,0,,0,,,,,
223,7,6,7,1729,1635,2240,2120,AA,878,N419AA,251,225,200,80,54,DFW,EWR,1372,23,28,0,,0,0,0,80,0,0
224,8,3,7,813,813,1204,1215,UA,1498,N476UA,171,182,154,-11,0,ORD,FLL,1182,5,12,0,,0,,,,,
225,8,29,5,625,635,740,747,OO,4078,N416SW,75,72,52,-7,-10,BTM,SLC,357,6,17,0,,0,,,,,
226,7,21,1,1836,1840,1942,1945,MQ,3493,N512AE,186,185,168,-3,-4,DFW,SBA,1315,3,15,0,,0,,,,,
227,12,2,2,935,940,1056,1054,9E,2267,87109E,81,74,47,2,-5,MEM,XNA,258,2,32,0,,0,,,,,
228,5,18,7,1719,1720,1842,1843,YV,7135,N593ML,83,83,51,-1,-1,IAD,CLE,288,8,24,0,,0,,,,,
229,12,24,3,1158,1205,1425,1438,US,1980,N505AU,147,153,127,-13,-7,PBI,PHL,951,9,11,0,,0,,,,,
230,9,22,1,2128,2129,2210,2227,EV,4671,N844AS,42,58,27,-17,-1,ATL,AGS,143,2,13,0,,0,,,,,
231,12,4,4,,810,,850,OO,5558,N568SW,,40,,,,MRY,SFO,77,,,1,B,0,,,,,
232,9,26,5,1306,1309,1525,1528,OO,6065,N718SK,139,139,118,-3,-3,LAX,PDX,834,5,16,0,,0,,,,,
233,4,5,6,1107,1100,1140,1140,WN,3097,N910WN,93,100,73,0,7,SLC,PHX,507,5,15,0,,0,,,,,
234,10,9,4,848,850,1002,1005,AA,817,N4XWAA,194,195,178,-3,-2,DFW,BUR,1231,3,13,0,,0,,,,,
235,7,19,6,1409,1303,1436,1336,F9,437,N914FR,87,93,69,60,66,OMA,DEN,472,6,12,0,,0,19,0,41,0,0
236,12,15,1,1648,1635,1859,1900,WN,3186,N514SW,131,145,116,-1,13,BWI,MCO,787,6,9,0,,0,,,,,
237,3,30,7,1931,1736,2105,1911,US,454,N640AW,214,215,194,114,115,MSP,PHX,1276,5,15,0,,0,114,0,0,0,0
238,7,4,5,1918,1920,2232,2239,CO,1662,N87512,134,139,114,-7,-2,IAH,RSW,861,5,15,0,,0,,,,,
239,2,8,5,1256,1041,1356,1147,OO,5446,N292SW,60,66,43,129,135,SFO,SBP,191,2,15,0,,0,129,0,0,0,0
240,8,19,2,710,715,749,800,WN,1778,N641SW,99,105,88,-11,-5,BOI,OAK,511,4,7,0,,0,,,,,
241,1,28,1,1004,1005,1112,1120,WN,1509,N792SW,68,75,54,-8,-1,SJC,LAX,308,5,9,0,,0,,,,,
242,3,9,7,1030,1039,1233,1254,NW,539,N924RW,123,135,85,-21,-9,LGA,DTW,501,13,25,0,,0,,,,,
243,4,15,2,1549,1555,1825,1840,AA,1917,N546AA,156,165,126,-15,-6,JFK,MCO,944,5,25,0,,0,,,,,
244,4,22,2,2000,2005,2225,2240,WN,1668,N744SW,145,155,133,-15,-5,MCO,ISP,972,3,9,0,,0,,,,,
245,6,14,6,643,645,755,750,AA,1081,N497AA,72,65,51,5,-2,XNA,DFW,281,11,10,0,,0,,,,,
246,10,9,4,1633,1640,1720,1735,EV,5046,N903EV,47,55,30,-15,-7,CVG,CRW,173,3,14,0,,0,,,,,
247,7,12,6,1414,1415,1701,1715,WN,1868,N908WN,107,120,96,-14,-1,STL,BWI,737,5,6,0,,0,,,,,
248,9,5,5,1130,1135,1330,1348,NW,452,N782NC,120,133,105,-18,-5,MSP,MEM,700,6,9,0,,0,,,,,
249,12,17,3,1535,1516,1749,1734,OO,6082,N756SK,134,138,111,15,19,PDX,LAX,834,12,11,0,,0,0,0,0,0,15
250,5,21,3,1629,1625,1845,1840,US,1909,N106US,136,135,113,5,4,BOS,CLT,728,6,17,0,,0,,,,,
251,4,25,5,1438,1435,1727,1720,AA,526,N418AA,109,105,76,7,3,ABQ,DFW,569,20,13,0,,0,,,,,
252,5,19,1,744,753,847,900,YV,7140,N75998,123,127,111,-13,-9,ABE,ORD,654,5,7,0,,0,,,,,
253,7,29,2,1630,1635,1742,1805,MQ,3184,N821AE,72,90,64,-23,-5,SNA,SFO,372,2,6,0,,0,,,,,
254,3,11,2,1532,1500,1634,1600,WN,35,N243WN,62,60,48,34,32,DAL,HOU,239,6,8,0,,0,0,0,2,0,32
255,5,1,4,1507,1508,1715,1720,NW,1582,N676MC,128,132,105,-5,-1,DTW,JAX,814,7,16,0,,0,,,,,
256,6,6,5,1605,1609,1650,1646,OO,6540,N776SK,105,97,83,4,-4,TUL,DEN,541,8,14,0,,0,,,,,
257,11,10,1,1608,1610,1730,1735,WN,1289,N757LV,82,85,68,-5,-2,OAK,LAS,407,5,9,0,,0,,,,,
258,3,27,4,754,720,900,830,MQ,3735,N651AE,66,70,50,30,34,DFW,LIT,304,5,11,0,,0,30,0,0,0,0
259,4,23,3,1937,1935,2157,2205,WN,2996,N658SW,80,90,68,-8,2,BHM,MCO,478,5,7,0,,0,,,,,
260,7,31,4,1515,1500,1641,1629,OH,5110,N812CA,86,89,67,12,15,CVG,RDU,390,4,15,0,,0,,,,,
261,8,15,5,2126,2110,2226,2215,WN,1154,N477WN,60,65,50,11,16,MSY,HOU,303,5,5,0,,0,,,,,
262,12,9,2,1250,1250,1402,1415,WN,2186,N365SW,72,85,63,-13,0,ONT,SMF,389,3,6,0,,0,,,,,
263,2,15,5,1424,1420,1549,1540,WN,2354,N470WN,145,140,113,9,4,FLL,BNA,793,4,28,0,,0,,,,,
264,10,24,5,1937,1920,2259,2233,CO,204,N24211,202,193,151,26,17,EWR,FLL,1065,5,46,0,,0,17,0,9,0,0
265,10,20,1,,1134,,1239,YV,2844,N987HA,,65,,,,YUM,PHX,160,,,1,A,0,,,,,
266,7,2,3,1617,1623,1728,1738,OO,5409,N271YV,71,75,59,-10,-6,SBA,SFO,262,5,7,0,,0,,,,,
267,9,7,7,1429,1435,1611,1627,DL,716,N626DL,102,112,76,-16,-6,PBI,ATL,545,16,10,0,,0,,,,,
268,10,7,2,716,715,1159,1150,AA,1378,N635AA,163,155,137,9,1,LAS,DFW,1055,6,20,0,,0,,,,,
269,10,30,4,1225,1230,1322,1325,WN,194,N748SW,117,115,103,-3,-5,RDU,MDW,632,5,9,0,,0,,,,,
270,6,15,7,928,930,1220,1215,9E,5964,80209E,112,105,85,5,-2,MEM,SAV,545,5,22,0,,0,,,,,
271,10,8,3,609,615,716,727,US,793,N737US,67,72,52,-11,-6,SYR,DCA,298,6,9,0,,0,,,,,
272,12,13,6,2023,1955,2252,2222,B6,1090,N198JB,149,147,124,30,28,MCO,JFK,944,8,17,0,,0,28,0,2,0,0
273,2,8,5,2048,2105,2145,2155,YV,2874,N926LR,177,170,159,-10,-17,SAT,LAS,1069,9,9,0,,0,,,,,
274,6,26,4,819,820,906,913,DL,1261,N911DA,107,113,86,-7,-1,SLC,SNA,588,7,14,0,,0,,,,,
275,5,16,5,743,740,909,845,WN,1583,N653SW,146,125,131,24,3,BWI,STL,737,5,10,0,,0,0,0,24,0,0
276,12,18,4,848,850,1022,1005,DL,1628,N953DL,154,135,112,17,-2,ATL,MCI,692,4,38,0,,0,0,0,17,0,0
277,5,24,6,1908,1910,48,33,UA,1478,N448UA,220,203,195,15,-2,DEN,TPA,1506,6,19,0,,0,0,0,15,0,0
278,7,6,7,1239,1245,1414,1419,MQ,4732,N702AE,95,94,68,-5,-6,RDU,LGA,431,4,23,0,,0,,,,,
279,10,22,3,630,630,735,745,WN,381,N329SW,125,135,110,-10,0,SLC,SEA,689,3,12,0,,0,,,,,
280,12,7,7,1614,1615,1618,1622,OO,4422,N803SK,64,67,39,-4,-1,ATL,BNA,214,6,19,0,,0,,,,,
281,9,18,4,1719,1723,2159,2159,CO,1140,N19623,220,216,178,0,-4,DFW,EWR,1372,18,24,0,,0,,,,,
282,10,22,3,2013,1955,2244,2235,WN,1760,N642WN,91,100,79,9,18,MSY,MCO,550,3,9,0,,0,,,,,
283,3,16,7,915,920,1252,1255,WN,1025,N488WN,157,155,142,-3,-5,STL,FLL,1056,9,6,0,,0,,,,,
284,4,13,7,1724,1705,1818,1805,WN,50,N339SW,54,60,46,13,19,HRL,HOU,276,3,5,0,,0,,,,,
285,1,30,3,953,1000,1139,1153,FL,348,N329AT,226,233,208,-14,-7,MKE,LAS,1524,9,9,0,,0,,,,,
286,4,20,7,1517,1451,1749,1718,EV,4510,N971EV,152,147,121,31,26,ATL,SWF,784,5,26,0,,0,0,0,31,0,0
287,7,30,3,933,930,1046,1036,FL,303,N291AT,193,186,162,10,3,ATL,DEN,1199,14,17,0,,0,,,,,
288,11,6,4,1157,1158,1213,1217,NW,1765,N764NC,76,79,46,-4,-1,DTW,ORD,235,6,24,0,,0,,,,,
289,6,22,7,550,600,625,619,YV,2737,N17275,155,139,126,6,-10,SAT,PHX,843,9,20,0,,0,,,,,
290,12,19,5,632,600,953,938,F9,136,N937FR,141,158,122,15,32,SEA,DEN,1024,8,11,0,,0,15,0,0,0,0
291,1,15,2,1335,1330,2118,2105,DL,1120,N707TW,283,275,255,13,5,SEA,ATL,2182,6,22,0,,0,,,,,
292,2,21,4,1358,1330,1712,1655,WN,1527,N710SW,134,145,113,17,28,OAK,DEN,957,6,15,0,,0,2,0,0,0,15
293,8,7,4,800,740,1153,1142,US,1268,N245AY,233,242,193,11,20,PHL,SJU,1576,6,34,0,,0,,,,,
294,4,7,1,2120,2125,2345,2355,OO,6398,N773SK,85,90,68,-10,-5,SFO,BOI,522,4,13,0,,0,,,,,
295,10,27,1,1122,1120,1226,1230,MQ,3402,N637MQ,64,70,47,-4,2,HOU,DFW,247,8,9,0,,0,,,,,
296,2,29,5,1054,1025,1148,1108,OO,5742,N229SW,54,43,25,40,29,CLD,LAX,86,13,16,0,,0,0,0,0,0,40
297,8,19,2,1158,1200,1207,1210,WN,3335,N224WN,69,70,53,-3,-2,ABQ,PHX,328,8,8,0,,0,,,,,
298,11,7,5,836,847,934,945,EV,5111,N875AS,118,118,88,-11,-11,ATL,XNA,589,2,28,0,,0,,,,,
299,1,22,2,824,825,1122,1104,UA,229,N834UA,358,339,337,18,-1,IAD,SAN,2253,2,19,0,,0,0,0,18,0,0
300,12,13,6,1703,1710,1922,1936,US,734,N174US,139,146,120,-14,-7,MCO,PHL,861,5,14,0,,0,,,,,
301,11,15,6,1935,1902,2059,2041,F9,543,N925FR,144,159,128,18,33,MDW,DEN,895,8,8,0,,0,3,0,0,0,15
302,3,27,4,1845,1845,2104,2134,DL,137,N6706Q,139,169,107,-30,0,JFK,ATL,760,19,13,0,,0,,,,,
303,5,22,4,1539,1540,1658,1655,DL,1789,N985DL,79,75,49,3,-1,CHS,ATL,259,11,19,0,,0,,,,,
304,10,16,4,1705,1720,2109,2125,B6,704,N705JB,244,245,222,-16,-15,SJU,JFK,1597,7,15,0,,0,,,,,
305,3,21,5,1530,1525,1618,1622,XE,2963,N14516,48,57,31,-4,5,IAH,GRK,166,4,13,0,,0,,,,,
306,7,28,1,1457,1501,1542,1550,EV,4832,N929EV,105,109,76,-8,-4,ATL,SHV,552,5,24,0,,0,,,,,
307,12,19,5,1234,1207,1435,1347,OO,6617,N924SW,181,160,156,48,27,DEN,BUR,850,3,22,0,,0,0,0,21,0,27
308,11,17,1,1611,1610,1736,1735,WN,1289,N718SW,85,85,72,1,1,OAK,LAS,407,7,6,0,,0,,,,,
309,4,7,1,2056,2055,2202,2200,WN,3243,N258WN,66,65,50,2,1,BUR,SJC,296,4,12,0,,0,,,,,
310,5,30,5,1951,1910,2246,2120,MQ,4167,N664MS,115,70,50,86,41,ORD,CMH,296,5,60,0,,0,0,0,86,0,0
311,6,20,5,1930,1935,2211,2220,9E,5929,88379E,101,105,71,-9,-5,MEM,CAE,511,4,26,0,,0,,,,,
312,6,2,1,944,946,1132,1129,OO,5951,N767SK,108,103,81,3,-2,MEM,ORD,491,7,20,0,,0,,,,,
313,8,8,5,1332,1335,1432,1440,WN,1049,N265WN,60,65,51,-8,-3,OAK,BUR,325,2,7,0,,0,,,,,
314,6,7,6,1026,1010,1143,1135,WN,2842,N645SW,137,145,126,8,16,MCO,STL,880,4,7,0,,0,,,,,
315,1,6,7,2310,2240,2350,2328,EV,4650,N843AS,40,48,25,22,30,ATL,AGS,143,5,10,0,,0,22,0,0,0,0
316,2,27,3,1758,1705,2126,2039,UA,1448,N498UA,148,154,127,47,53,ORD,TPA,1012,4,17,0,,0,0,0,0,0,47
317,9,8,1,1855,1820,2158,2140,AA,1918,N424AA,123,140,92,18,35,ORD,EWR,719,5,26,0,,0,0,0,2,0,16
318,2,19,2,1205,1201,1307,1306,DL,1463,N752AT,62,65,43,1,4,ATL,JAX,270,5,14,0,,0,,,,,
319,3,26,3,1151,1155,1239,1249,OO,6459,N965SW,48,54,30,-10,-4,ORD,ATW,160,3,15,0,,0,,,,,
320,12,4,4,1452,1500,1618,1618,US,2133,N751UW,86,78,45,0,-8,BOS,LGA,185,7,34,0,,0,,,,,
321,8,23,6,1145,1135,1217,1214,YV,1024,N37342,32,39,20,3,10,HNL,LIH,102,5,7,0,,0,,,,,
322,10,27,1,1219,1224,1252,1255,9E,5834,84779E,93,91,65,-3,-5,DTW,CWA,363,4,24,0,,0,,,,,
323,11,8,6,1422,1435,1621,1642,XE,2335,N13992,119,127,97,-21,-13,MCI,IAH,643,9,13,0,,0,,,,,
324,11,18,2,1248,1250,1351,1405,WN,1335,N403WN,63,75,53,-14,-2,ONT,OAK,361,4,6,0,,0,,,,,
325,3,26,3,938,945,1246,1238,US,196,N634AW,368,353,323,8,-7,JFK,PHX,2153,5,40,0,,0,,,,,
326,4,2,3,1142,1135,1816,1834,DL,774,N692DL,214,239,181,-18,7,LAS,CVG,1678,5,28,0,,0,,,,,
327,4,5,6,1243,1237,1312,1309,OO,5778,N580SW,29,32,17,3,6,IPL,YUM,58,3,9,0,,0,,,,,
328,11,20,4,1740,1745,2035,2038,YV,2834,N932LR,115,113,95,-3,-5,OAK,PHX,646,8,12,0,,0,,,,,
329,6,21,6,1333,1325,1434,1430,WN,2389,N664WN,61,65,50,4,8,LAX,SJC,308,2,9,0,,0,,,,,
330,7,6,7,2012,2015,2322,2325,MQ,3869,N801AE,130,130,111,-3,-3,DFW,LEX,785,5,14,0,,0,,,,,
331,8,26,2,1446,1450,1816,1845,US,1888,N701UW,150,175,139,-29,-4,MSY,PHL,1088,5,6,0,,0,,,,,
332,10,21,2,939,944,1108,1128,OO,3848,N866AS,89,104,71,-20,-5,SLC,RAP,508,4,14,0,,0,,,,,
333,1,13,7,1428,1430,1553,1544,DL,1924,N912DE,85,74,30,9,-2,LGA,BOS,185,9,46,0,,0,,,,,
334,6,16,1,927,925,1009,1005,AA,1681,N416AA,102,100,82,4,2,DFW,ABQ,569,9,11,0,,0,,,,,
335,11,21,5,1159,1205,1313,1323,XE,2981,N14558,74,78,55,-10,-6,BRO,IAH,308,5,14,0,,0,,,,,
336,7,31,4,2125,2125,2231,2245,WN,3480,N217JC,66,80,55,-14,0,MDW,BNA,395,5,6,0,,0,,,,,
337,8,13,3,647,650,742,745,AA,2309,N411AA,115,115,93,-3,-3,DCA,ORD,612,5,17,0,,0,,,,,
338,9,15,1,1512,1455,1636,1620,EV,4502,N331CA,84,85,58,16,17,ATL,DAY,432,7,19,0,,0,2,0,0,0,14
339,7,19,6,554,600,654,703,OO,5507,N284YV,60,63,40,-9,-6,SMX,LAX,135,10,10,0,,0,,,,,
340,2,10,7,1035,1030,1547,1545,WN,987,N292WN,192,195,173,2,5,PHX,SDF,1506,4,15,0,,0,,,,,
341,3,1,6,1551,1540,1659,1709,DL,1645,N969DL,68,89,57,-10,11,DAB,ATL,366,3,8,0,,0,,,,,
342,10,22,3,1804,1810,2023,2026,OO,5940,N466SW,79,76,50,-3,-6,ORD,SDF,286,7,22,0,,0,,,,,
343,12,30,2,638,643,705,723,UA,449,N806UA,87,100,70,-18,-5,ICT,DEN,419,6,11,0,,0,,,,,
344,6,19,4,1952,2000,2146,2143,OO,6053,N928SW,174,163,141,3,-8,ORD,CPR,949,5,28,0,,0,,,,,
345,11,29,6,1600,1600,1706,1715,WN,544,N229WN,66,75,54,-9,0,LAX,OAK,337,7,5,0,,0,,,,,
346,7,31,4,1811,1745,1933,1920,AA,1989,N3CHAA,82,95,66,13,26,MSY,DFW,448,6,10,0,,0,,,,,
347,10,8,3,1420,1409,1647,1635,FL,922,N978AT,147,146,131,12,11,BWI,RSW,919,5,11,0,,0,,,,,
348,12,31,3,1820,1750,2024,2005,WN,1016,N449WN,64,75,48,19,30,MDW,CLE,307,3,13,0,,0,18,0,0,0,1
349,2,18,1,1342,1333,1658,1630,NW,242,N555NW,196,177,175,28,9,DTW,FLL,1127,9,12,0,,0,9,0,19,0,0
350,5,31,6,1751,1559,2055,1856,FL,407,N893AT,184,177,166,119,112,HPN,FLL,1098,4,14,0,,0,0,0,7,0,112
351,6,9,1,1339,1346,1454,1503,EV,4559,N916EV,75,77,51,-9,-7,ATL,GNV,300,4,20,0,,0,,,,,
352,1,19,6,829,826,1111,1110,OO,6105,N758SK,162,164,144,1,3,LAX,SEA,954,4,14,0,,0,,,,,
353,9,30,2,1843,1800,2046,2005,US,808,N940UW,123,125,95,41,43,CLT,BOS,728,10,18,0,,0,0,0,41,0,0
354,8,26,2,1224,1231,1321,1330,MQ,3202,N307AE,57,59,33,-9,-7,LAW,DFW,140,18,6,0,,0,,,,,
355,12,3,3,1807,1815,1957,2002,XE,2300,N11536,110,107,87,-5,-8,ALB,CLE,424,7,16,0,,0,,,,,
356,7,3,4,1334,1336,1450,1455,EV,4527,N834AS,76,79,53,-5,-2,ATL,SDF,321,7,16,0,,0,,,,,
357,8,19,2,2318,2320,106,111,FL,77,N283AT,108,111,86,-5,-2,ATL,FLL,581,5,17,0,,0,,,,,
358,10,8,3,1349,1355,1458,1510,WN,1322,N635SW,69,75,58,-12,-6,SMF,ONT,389,4,7,0,,0,,,,,
359,12,21,7,1945,1815,2043,2000,WN,1591,N498WN,58,105,44,43,90,PIT,PHL,267,6,8,0,,0,0,0,43,0,0
360,7,30,3,931,935,1049,1100,US,996,N952UW,78,85,59,-11,-4,CLT,PIT,366,5,14,0,,0,,,,,
361,11,24,1,1129,1130,1134,1145,WN,1852,N902WN,65,75,57,-11,-1,BOI,PDX,344,3,5,0,,0,,,,,
362,4,12,6,1233,1225,1557,1547,XE,2730,N16571,144,142,110,10,8,IAH,CLT,913,6,28,0,,0,,,,,
363,12,1,1,713,655,943,945,CO,207,N37409,150,170,120,-2,18,FLL,EWR,1065,8,22,0,,0,,,,,
364,2,7,4,635,640,814,810,9E,2901,85879E,159,150,131,4,-5,AVL,MSP,861,12,16,0,,0,,,,,
365,1,11,5,628,630,807,805,WN,1163,N671SW,99,95,74,2,-2,SAN,OAK,446,7,18,0,,0,,,,,
366,8,30,6,1117,1126,1233,1235,OO,4056,N448SW,76,69,46,-2,-9,SLC,MTJ,268,5,25,0,,0,,,,,
367,5,17,6,712,720,836,844,DL,1021,N942DL,84,84,53,-8,-8,LEX,ATL,303,10,21,0,,0,,,,,
368,9,9,2,1720,1730,1826,1837,OH,6814,N932CA,66,67,55,-11,-10,GRR,CVG,268,1,10,0,,0,,,,,
369,1,31,4,,1735,,2015,AA,2402,,,160,,,,AUS,ORD,978,,,1,C,0,,,,,
370,3,13,4,903,840,958,939,AS,182,N614AS,55,59,41,19,23,FAI,ANC,261,4,10,0,,0,19,0,0,0,0
371,2,3,7,1749,1759,1940,1944,FL,676,N951AT,171,165,149,-4,-10,MCO,MKE,1066,5,17,0,,0,,,,,
372,3,1,6,1355,1402,1710,1729,UA,572,N934UA,135,147,123,-19,-7,PDX,DEN,992,4,8,0,,0,,,,,
373,5,31,6,1858,1900,2139,2141,UA,703,N848UA,161,161,140,-2,-2,SEA,LAX,954,6,15,0,,0,,,,,
374,7,24,4,1144,1140,1433,1426,NW,843,N502US,349,346,325,7,4,MSP,ANC,2518,5,19,0,,0,,,,,
375,2,26,2,1644,1632,1726,1713,EV,4643,N906EV,102,101,81,13,12,ATL,BTR,449,3,18,0,,0,,,,,
376,1,3,4,1730,1650,1857,1808,OH,5105,N676CA,87,78,57,49,40,CVG,RDU,390,7,23,0,,0,0,0,9,0,40
377,8,14,4,929,935,1234,1245,B6,904,N239JB,125,130,105,-11,-6,ORD,JFK,740,7,13,0,,0,,,,,
378,2,18,1,1309,1045,1500,1230,MQ,4361,N665BC,51,45,25,150,144,ORD,AZO,122,4,22,0,,0,119,0,6,0,25
379,3,18,2,1544,1551,1832,1825,CO,1534,N14601,168,154,131,7,-7,TPA,CLE,927,7,30,0,,0,,,,,
380,10,2,4,1744,1745,1942,1950,WN,1169,N356SW,58,65,46,-8,-1,MDW,CMH,284,3,9,0,,0,,,,,
381,11,28,5,1234,1237,1625,1336,YV,7098,N436YV,,59,,,-3,DEN,ASE,125,2,12,0,,1,,,,,
382,6,5,4,1607,1615,1815,1820,OO,2684,N407SW,68,65,47,-5,-8,MKE,IND,238,10,11,0,,0,,,,,
383,7,18,5,2139,2050,105,2300,AA,1693,N5DXAA,326,250,232,125,49,ORD,LAX,1745,8,86,0,,0,0,0,76,0,49
384,9,4,4,2040,2050,521,534,NW,804,N582NW,341,344,321,-13,-10,KOA,SEA,2688,5,15,0,,0,,,,,
385,3,26,3,1513,1511,1941,1929,US,551,N669AW,148,138,105,12,2,PHX,DFW,868,17,26,0,,0,,,,,
386,3,18,2,1920,1912,2133,2115,NW,465,N761NC,133,123,99,18,8,DTW,ATL,594,13,21,0,,0,8,0,10,0,0
387,8,27,3,1035,1045,1138,1200,XE,2047,N13992,123,135,108,-22,-10,TYS,IAH,772,8,7,0,,0,,,,,
388,1,26,6,1447,1420,1939,1930,AA,2012,N5CNAA,172,190,150,9,27,RNO,DFW,1345,12,10,0,,0,,,,,
389,3,11,2,1403,1410,1520,1525,MQ,4776,N847AE,77,75,43,-5,-7,DCA,JFK,213,10,24,0,,0,,,,,
390,6,7,6,1644,1550,2120,2050,AA,1116,N290AA,156,180,143,30,54,ONT,DFW,1189,4,9,0,,0,0,0,0,0,30
391,8,25,1,1516,1240,1641,1405,EV,4761,N889AS,85,85,73,156,156,OAJ,ATL,399,8,4,0,,0,0,0,156,0,0
392,6,8,7,2339,2250,39,2357,DL,1574,N973DL,60,67,37,42,49,ATL,CLT,227,10,13,0,,0,42,0,0,0,0
393,6,13,5,908,857,1041,945,NW,1771,N359NB,93,48,24,56,11,DTW,GRR,120,3,66,0,,0,0,11,45,0,0
394,7,20,7,2131,2025,23,2200,AA,2019,N246AA,232,155,133,143,66,LGA,STL,887,3,96,0,,0,0,0,82,0,61
395,7,21,1,2305,2000,107,2109,EV,4707,N643AS,122,69,52,238,185,ATL,AVL,164,2,68,0,,0,160,25,53,0,0
396,11,24,1,1710,1710,1817,1820,WN,568,N347SW,67,70,50,-3,0,BWI,PVD,328,7,10,0,,0,,,,,
397,5,3,6,948,950,1245,1244,OO,6072,N938SW,117,114,93,1,-2,TUS,DEN,639,14,10,0,,0,,,,,
398,12,7,7,1641,1644,1821,1827,FL,233,N975AT,100,103,83,-6,-3,PBI,ATL,545,6,11,0,,0,,,,,
399,2,21,4,2053,1940,2152,2045,OO,5707,N270YV,59,65,50,67,73,ACV,SMF,207,2,7,0,,0,0,0,67,0,0
400,2,16,6,1850,1850,1944,1950,WN,707,N226WN,54,60,42,-6,0,BWI,ISP,220,5,7,0,,0,,,,,
401,2,22,5,1713,1703,1718,1717,NW,264,N378NW,65,74,48,1,10,DTW,GRB,288,5,12,0,,0,,,,,
402,9,19,5,2030,2000,2131,2105,WN,1099,N352SW,61,65,46,26,30,LAS,PHX,256,5,10,0,,0,26,0,0,0,0
403,9,26,5,809,810,1016,1000,MQ,4567,N831AE,127,110,112,16,-1,RDU,BOS,612,5,10,0,,0,0,0,16,0,0
404,7,18,5,1153,1156,1233,1250,9E,3721,80139E,40,54,25,-17,-3,DTW,FWA,128,4,11,0,,0,,,,,
405,10,19,7,845,845,1030,1023,OH,6692,N427CA,105,98,80,7,0,CVG,CHS,497,5,20,0,,0,,,,,
406,3,4,2,2208,2155,2310,2300,WN,1538,N648SW,62,65,50,10,13,PHX,ELP,347,3,9,0,,0,,,,,
407,6,6,5,1348,1300,1457,1413,XE,1204,N21144,69,73,47,44,48,EWR,IAD,213,6,16,0,,0,0,0,0,0,44
408,10,22,3,1817,1815,2030,2012,US,1573,N188US,313,297,269,18,2,CLT,SAN,2077,5,39,0,,0,2,0,16,0,0
409,6,14,6,1536,1518,1743,1721,NW,444,N505US,127,123,93,22,18,MSP,MEM,700,13,21,0,,0,18,0,4,0,0
410,8,17,7,1110,1115,1243,1243,EV,4427,N976EV,93,88,75,0,-5,MLB,ATL,443,7,11,0,,0,,,,,
411,12,17,3,1739,1625,2040,1940,WN,1708,N461WN,121,135,100,60,74,LAX,DEN,862,7,14,0,,0,18,0,0,0,42
412,5,18,7,2340,2345,635,655,US,98,N676AW,235,250,211,-20,-5,LAS,DTW,1750,7,17,0,,0,,,,,
413,5,30,5,,1011,,1516,CO,1606,,,185,,,,SAN,IAH,1303,,,1,A,0,,,,,
414,7,15,2,1745,1645,2058,2024,OO,4024,N807SK,133,159,114,34,60,SLC,MSP,991,7,12,0,,0,0,0,0,0,34
